resolution_id,resolution_type
2941,No Jurisdiction; Mediation Billed Amount; Additional Payment Expected
2942,No Jurisdiction; Mediation Billed Amount; Mediation Not Eligible
2943,No Jurisdiction; Mediation Billed Amount; Mediation Paid Amount
2944,No Jurisdiction; Mediation Not Eligible
2945,No Jurisdiction; Mediation Not Eligible; Additional Monies Received
2946,No Jurisdiction; Mediation Not Eligible; Contract Language/Legal Issue
2947,No Jurisdiction; Mediation Not Eligible; Information Furnished
2948,No Jurisdiction; Mediation Not Eligible; Mediation Billed Amount
2949,No Jurisdiction; Mediation Not Eligible; Referred To
2950,No Jurisdiction; Mediation Paid Amount; Mediation Billed Amount
2951,No Jurisdiction; Other
2952,No Jurisdiction; Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount
2953,No Jurisdiction; Overpaid Claim Recouped
2954,No Jurisdiction; Overpaid Claim Recouped; Company Position Upheld
2955,No Jurisdiction; Policy Issued/Restored
2956,No Jurisdiction; Policy Issued/Restored; Contract Language/Legal Issue
2957,No Jurisdiction; Policy Issued/Restored; Corrective Action Taken
2958,No Jurisdiction; Policy Not In Force
2959,No Jurisdiction; Policy Not In Force; Contract Language/Legal Issue
2960,No Jurisdiction; Policy Not In Force; Information Furnished
2961,No Jurisdiction; Premium Refund
2962,No Jurisdiction; Premium Refunded
2963,No Jurisdiction; Premium Refunded; Additional Monies Received
2964,No Jurisdiction; Premium Refunded; Additional Payment Expected
2965,No Jurisdiction; Premium Refunded; Contract Language/Legal Issue
2966,No Jurisdiction; Premium Refunded; Information Furnished
2967,No Jurisdiction; Premium Refunded; Referred To
2968,No Jurisdiction; Question of Fact
2969,No Jurisdiction; Question of Fact; Additional Monies Received
2970,No Jurisdiction; Question of Fact; Claim Settled
2971,No Jurisdiction; Question of Fact; Company Position Upheld
2972,No Jurisdiction; Question of Fact; Contract Language/Legal Issue
2973,No Jurisdiction; Question of Fact; Information Furnished
2974,No Jurisdiction; Question of Fact; Referred To
2975,No Jurisdiction; Record Only
2976,No Jurisdiction; Record Only; Contract Language/Legal Issue
2977,No Jurisdiction; Record Only; Information Furnished
2978,No Jurisdiction; Record Only; Mediation Not Eligible
2979,No Jurisdiction; Record Only; Referred To
2980,No Jurisdiction; Referred for Disciplinary Actn; Information Furnished
2981,No Jurisdiction; Referred To
2982,No Jurisdiction; Referred To; Additional Monies Received
2983,No Jurisdiction; Referred To; Claim Settled
2984,No Jurisdiction; Referred To; Company Position Upheld
2985,No Jurisdiction; Referred To; Contract Language/Legal Issue
2986,No Jurisdiction; Referred To; Failure to Timely Respond
2987,No Jurisdiction; Referred To; Information Furnished
2988,No Jurisdiction; Referred To; Mediation Not Eligible
2989,No Jurisdiction; Referred To; Policy Issued/Restored
2990,No Jurisdiction; Referred To; Policy Not In Force
2991,No Jurisdiction; Referred To; Premium Refunded
2992,No Jurisdiction; Referred To; Question of Fact
2993,No Jurisdiction; Referred To; Record Only
2994,No Jurisdiction; SOAH Referral; Mediation Billed Amount
2995,No Jurisdiction; Stat Pen Pd-46 To 90 Dys Late; Additional Monies Received
2996,No Jurisdiction; Stat Pen Pd-Over 90 Dys Late; Additional Monies Received
2997,No Jurisdiction; Stat Pen Pd-Up To 45 Dys Late; Additional Monies Received
2998,Non-Renewal Rescinded
2999,Non-Renewal Rescinded; Additional Payment Expected
3000,Non-Renewal Rescinded; Additional Payment Expected; Complainant Retained Attorney
3001,Non-Renewal Rescinded; Consumer Withdraw
3002,Non-Renewal Rescinded; Contract Language/Legal Issue
3003,Non-Renewal Rescinded; Corrective Action Taken
3004,Non-Renewal Rescinded; Corrective Action Taken; Information Furnished
3005,Non-Renewal Rescinded; Corrective Action Taken; Policy Issued/Restored
3006,Non-Renewal Rescinded; Information Furnished
3007,Non-Renewal Rescinded; Information Furnished; Cancellation Withdrawn
3008,Non-Renewal Rescinded; Information Furnished; Company Position Upheld
3009,Non-Renewal Rescinded; Information Furnished; Contract Language/Legal Issue
3010,Non-Renewal Rescinded; Information Furnished; Corrective Action Taken
3011,Non-Renewal Rescinded; Information Furnished; Policy Issued/Restored
3012,Non-Renewal Rescinded; No Jurisdiction
3013,Non-Renewal Rescinded; Policy Issued/Restored; Corrective Action Taken
3014,Non-Renewal Rescinded; Policy Issued/Restored; Information Furnished
3015,Non-Renewal Rescinded; Premium Refunded
3016,Non-Renewal Rescinded; Question of Fact
3017,Non-Renewal Rescinded; Question of Fact; Premium Refunded
3018,Opened/Linked to Case File
3019,Opened/Linked to Case File; Additional Monies Received; Referred for Disciplinary Actn
3020,Opened/Linked to Case File; Apparent Unlicensed Activity
3021,Opened/Linked to Case File; Apparent Unlicensed Activity; Referred for Disciplinary Actn
3022,Opened/Linked to Case File; Mediation Billed Amount; SOAH Referral
3023,Opened/Linked to Case File; Question of Fact; Referred for Disciplinary Actn
3024,Opened/Linked to Case File; Question of Fact; Referred To
3025,Opened/Linked to Case File; Referred for Disciplinary Actn
3026,Opened/Linked to Case File; Referred for Disciplinary Actn; Apparent Unlicensed Activity
3027,Opened/Linked to Case File; Referred for Disciplinary Actn; Failure to Timely Respond
3028,Opened/Linked to Case File; Referred for Disciplinary Actn; Premium Refunded
3029,Opened/Linked to Case File; Referred To
3030,Opened/Linked to Case File; Referred To; Question of Fact
3031,Opened/Linked to Case File; SOAH Referral; Mediation Billed Amount
3032,Other
3033,Other; Additional Monies Received
3034,Other; Additional Monies Received; Claim Settled
3035,Other; Additional Monies Received; Contract Language/Legal Issue
3036,Other; Additional Monies Received; Failure to Timely Respond
3037,Other; Additional Monies Received; Information Furnished
3038,Other; Additional Monies Received; Premium Refunded
3039,Other; Additional Payment Expected; Question of Fact
3040,Other; Apparent Unlicensed Activity; Referred for Disciplinary Actn
3041,Other; Claim Settled
3042,Other; Claim Settled; Information Furnished
3043,Other; Company Position Upheld
3044,Other; Company Position Upheld; Information Furnished
3045,Other; Contract Language/Legal Issue
3046,Other; Contract Language/Legal Issue; Additional Monies Received
3047,Other; Contract Language/Legal Issue; Company Position Upheld
3048,Other; Contract Language/Legal Issue; Information Furnished
3049,Other; Corrective Action Taken
3050,Other; Failure to Timely Respond
3051,Other; Information Furnished
3052,Other; Information Furnished; Insufficient Information
3053,Other; Information Furnished; Non-Renewal Rescinded
3054,Other; Information Furnished; Question of Fact
3055,Other; Information Furnished; Record Only
3056,Other; Insufficient Information
3057,Other; Insufficient Information; Failure to Timely Respond
3058,Other; Mediation Billed Amount
3059,Other; No Jurisdiction
3060,Other; No Jurisdiction; Record Only
3061,Other; Policy Not In Force
3062,Other; Question of Fact
3063,Other; Record Only
3064,Other; Record Only; No Jurisdiction
3065,Other; Referred for Disciplinary Actn
3066,Other; Referred for Disciplinary Actn; Apparent Unlicensed Activity
3067,Other; Referred To
3068,Out-of-Net/Mediation/Settl_Exp
3069,Out-of-Net/Mediation/Settl_Exp; Additional Payment Expected; Mediation Billed Amount
3070,Out-of-Net/Mediation/Settl_Exp; Claim Settled; Mediation Billed Amount
3071,Out-of-Net/Mediation/Settl_Exp; Contract Language/Legal Issue
3072,Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount
3073,Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount; Additional Payment Expected
3074,Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount; Claim Settled
3075,Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount; Mediation Not Eligible
3076,Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount; Mediation Paid Amount
3077,Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount; No Jurisdiction
3078,Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount; Referred To
3079,Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount; SOAH Referral
3080,Out-of-Net/Mediation/Settl_Exp; Mediation Not Eligible
3081,Out-of-Net/Mediation/Settl_Exp; Mediation Not Eligible; Mediation Billed Amount
3082,Out-of-Net/Mediation/Settl_Exp; Mediation Not Eligible; SOAH Referral
3083,Out-of-Net/Mediation/Settl_Exp; Mediation Paid Amount; Mediation Billed Amount
3084,Out-of-Net/Mediation/Settl_Exp; Referred To; Mediation Billed Amount
3085,Out-of-Net/Mediation/Settl_Exp; SOAH Referral; Mediation Billed Amount
3086,Overpaid Claim Recouped
3087,Overpaid Claim Recouped; Additional Monies Received
3088,Overpaid Claim Recouped; Additional Payment Expected; Information Furnished
3089,Overpaid Claim Recouped; Cancel/Non-Renewal Upheld
3090,Overpaid Claim Recouped; Company Position Upheld
3091,Overpaid Claim Recouped; Company Position Upheld; Contract Language/Legal Issue
3092,Overpaid Claim Recouped; Contract Language/Legal Issue
3093,Overpaid Claim Recouped; Contract Language/Legal Issue; Information Furnished
3094,Overpaid Claim Recouped; Contract Language/Legal Issue; No Jurisdiction
3095,Overpaid Claim Recouped; Contract Language/Legal Issue; Policy Not In Force
3096,Overpaid Claim Recouped; Corrective Action Taken
3097,Overpaid Claim Recouped; Corrective Action Taken; Information Furnished
3098,Overpaid Claim Recouped; Information Furnished
3099,Overpaid Claim Recouped; Information Furnished; Additional Monies Received
3100,Overpaid Claim Recouped; Information Furnished; Contract Language/Legal Issue
3101,Overpaid Claim Recouped; No Jurisdiction
3102,Overpaid Claim Recouped; Policy Not In Force; Company Position Upheld
3103,Overpaid Claim Recouped; Policy Not In Force; Information Furnished
3104,Overpaid Claim Recouped; Record Only
3105,Policy Issued/Restored
3106,Policy Issued/Restored; Additional Monies Received
3107,Policy Issued/Restored; Additional Monies Received; Claim Settled
3108,Policy Issued/Restored; Additional Monies Received; Corrective Action Taken
3109,Policy Issued/Restored; Additional Monies Received; Information Furnished
3110,Policy Issued/Restored; Additional Payment Expected
3111,Policy Issued/Restored; Additional Payment Expected; Additional Monies Received
3112,Policy Issued/Restored; Additional Payment Expected; Corrective Action Taken
3113,Policy Issued/Restored; Additional Payment Expected; Information Furnished
3114,Policy Issued/Restored; Additional Payment Expected; Question of Fact
3115,Policy Issued/Restored; Cancel/Non-Renewal Upheld; Information Furnished
3116,Policy Issued/Restored; Cancellation Withdrawn
3117,Policy Issued/Restored; Cancellation Withdrawn; Corrective Action Taken
3118,Policy Issued/Restored; Cancellation Withdrawn; Information Furnished
3119,Policy Issued/Restored; Claim Settled
3120,Policy Issued/Restored; Claim Settled; Additional Monies Received
3121,Policy Issued/Restored; Claim Settled; Corrective Action Taken
3122,Policy Issued/Restored; Claim Settled; Information Furnished
3123,Policy Issued/Restored; Company Position Upheld
3124,Policy Issued/Restored; Company Position Upheld; Information Furnished
3125,Policy Issued/Restored; Complaint Withdrawn; Failure to Timely Respond
3126,Policy Issued/Restored; Consumer Withdraw
3127,Policy Issued/Restored; Contract Language/Legal Issue
3128,Policy Issued/Restored; Contract Language/Legal Issue; Additional Monies Received
3129,Policy Issued/Restored; Contract Language/Legal Issue; Company Position Upheld
3130,Policy Issued/Restored; Contract Language/Legal Issue; Corrective Action Taken
3131,Policy Issued/Restored; Contract Language/Legal Issue; Information Furnished
3132,Policy Issued/Restored; Contract Language/Legal Issue; Insufficient Information
3133,Policy Issued/Restored; Contract Language/Legal Issue; No Jurisdiction
3134,Policy Issued/Restored; Contract Language/Legal Issue; Question of Fact
3135,Policy Issued/Restored; Corrective Action Taken
3136,Policy Issued/Restored; Corrective Action Taken; Additional Monies Received
3137,Policy Issued/Restored; Corrective Action Taken; Additional Payment Expected
3138,Policy Issued/Restored; Corrective Action Taken; Cancellation Withdrawn
3139,Policy Issued/Restored; Corrective Action Taken; Claim Settled
3140,Policy Issued/Restored; Corrective Action Taken; Contract Language/Legal Issue
3141,Policy Issued/Restored; Corrective Action Taken; Failure to Timely Respond
3142,Policy Issued/Restored; Corrective Action Taken; Information Furnished
3143,Policy Issued/Restored; Corrective Action Taken; No Jurisdiction
3144,Policy Issued/Restored; Corrective Action Taken; Non-Renewal Rescinded
3145,Policy Issued/Restored; Failure to Timely Respond
3146,Policy Issued/Restored; Failure to Timely Respond; Cancellation Withdrawn
3147,Policy Issued/Restored; Failure to Timely Respond; Claim Settled
3148,Policy Issued/Restored; Failure to Timely Respond; Information Furnished
3149,Policy Issued/Restored; Information Furnished
3150,Policy Issued/Restored; Information Furnished; Additional Monies Received
3151,Policy Issued/Restored; Information Furnished; Additional Payment Expected
3152,Policy Issued/Restored; Information Furnished; Claim Settled
3153,Policy Issued/Restored; Information Furnished; Contract Language/Legal Issue
3154,Policy Issued/Restored; Information Furnished; Corrective Action Taken
3155,Policy Issued/Restored; Information Furnished; Failure to Timely Respond
3156,Policy Issued/Restored; Information Furnished; No Jurisdiction
3157,Policy Issued/Restored; Information Furnished; Non-Renewal Rescinded
3158,Policy Issued/Restored; Information Furnished; Other
3159,Policy Issued/Restored; Information Furnished; Policy Not In Force
3160,Policy Issued/Restored; Information Furnished; Premium Refunded
3161,Policy Issued/Restored; Information Furnished; Question of Fact
3162,Policy Issued/Restored; Information Furnished; Referred To
3163,Policy Issued/Restored; No Enforcement Case Opened; Referred for Disciplinary Actn
3164,Policy Issued/Restored; No Jurisdiction
3165,Policy Issued/Restored; No Jurisdiction; Cancellation Withdrawn
3166,Policy Issued/Restored; No Jurisdiction; Contract Language/Legal Issue
3167,Policy Issued/Restored; No Jurisdiction; Information Furnished
3168,Policy Issued/Restored; Non-Renewal Rescinded
3169,Policy Issued/Restored; Non-Renewal Rescinded; Question of Fact
3170,Policy Issued/Restored; Policy Not In Force; Premium Refunded
3171,Policy Issued/Restored; Premium Refunded
3172,Policy Issued/Restored; Premium Refunded; Contract Language/Legal Issue
3173,Policy Issued/Restored; Premium Refunded; Information Furnished
3174,Policy Issued/Restored; Premium Refunded; Policy Not In Force
3175,Policy Issued/Restored; Premium Refunded; Question of Fact
3176,Policy Issued/Restored; Question of Fact
3177,Policy Issued/Restored; Question of Fact; Company Position Upheld
3178,Policy Issued/Restored; Question of Fact; Contract Language/Legal Issue
3179,Policy Issued/Restored; Question of Fact; Corrective Action Taken
3180,Policy Issued/Restored; Question of Fact; Information Furnished
3181,Policy Issued/Restored; Rate Problem Resolved
3182,Policy Issued/Restored; Referred for Disciplinary Actn
3183,Policy Issued/Restored; Referred To
3184,Policy Issued/Restored; Referred To; No Jurisdiction
3185,Policy Not In Force
3186,Policy Not In Force; Additional Monies Received
3187,Policy Not In Force; Additional Monies Received; Contract Language/Legal Issue
3188,Policy Not In Force; Additional Monies Received; Corrective Action Taken
3189,Policy Not In Force; Additional Monies Received; Premium Refunded
3190,Policy Not In Force; Additional Payment Expected
3191,Policy Not In Force; Additional Payment Expected; Contract Language/Legal Issue
3192,Policy Not In Force; Additional Payment Expected; Corrective Action Taken
3193,Policy Not In Force; Additional Payment Expected; Premium Refunded
3194,Policy Not In Force; Cancel/Non-Renewal Upheld
3195,Policy Not In Force; Cancel/Non-Renewal Upheld; Contract Language/Legal Issue
3196,Policy Not In Force; Cancel/Non-Renewal Upheld; Information Furnished
3197,Policy Not In Force; Cash Surrender Paid
3198,Policy Not In Force; Cash Surrender Paid; Additional Monies Received
3199,Policy Not In Force; Cash Surrender Paid; Information Furnished
3200,Policy Not In Force; Company Position Upheld
3201,Policy Not In Force; Company Position Upheld; Cancel/Non-Renewal Upheld
3202,Policy Not In Force; Company Position Upheld; Contract Language/Legal Issue
3203,Policy Not In Force; Company Position Upheld; Information Furnished
3204,Policy Not In Force; Company Position Upheld; Premium Refunded
3205,Policy Not In Force; Company Position Upheld; Question of Fact
3206,Policy Not In Force; Complainant Retained Attorney
3207,Policy Not In Force; Complainant Retained Attorney; Information Furnished
3208,Policy Not In Force; Complaint Withdrawn; Referred for Disciplinary Actn
3209,Policy Not In Force; Contract Language/Legal Issue
3210,Policy Not In Force; Contract Language/Legal Issue; Additional Payment Expected
3211,Policy Not In Force; Contract Language/Legal Issue; Cancel/Non-Renewal Upheld
3212,Policy Not In Force; Contract Language/Legal Issue; Cash Surrender Paid
3213,Policy Not In Force; Contract Language/Legal Issue; Company Position Upheld
3214,Policy Not In Force; Contract Language/Legal Issue; Corrective Action Taken
3215,Policy Not In Force; Contract Language/Legal Issue; Failure to Timely Respond
3216,Policy Not In Force; Contract Language/Legal Issue; Information Furnished
3217,Policy Not In Force; Contract Language/Legal Issue; No Jurisdiction
3218,Policy Not In Force; Contract Language/Legal Issue; Premium Refunded
3219,Policy Not In Force; Contract Language/Legal Issue; Question of Fact
3220,Policy Not In Force; Contract Language/Legal Issue; Referred for Disciplinary Actn
3221,Policy Not In Force; Contract Language/Legal Issue; Referred To
3222,Policy Not In Force; Corrective Action Taken
3223,Policy Not In Force; Corrective Action Taken; Cash Surrender Paid
3224,Policy Not In Force; Corrective Action Taken; Contract Language/Legal Issue
3225,Policy Not In Force; Corrective Action Taken; Information Furnished
3226,Policy Not In Force; Corrective Action Taken; No Jurisdiction
3227,Policy Not In Force; Corrective Action Taken; Premium Refunded
3228,Policy Not In Force; Failure to Timely Respond
3229,Policy Not In Force; Failure to Timely Respond; Company Position Upheld
3230,Policy Not In Force; Failure to Timely Respond; Contract Language/Legal Issue
3231,Policy Not In Force; Information Furnished
3232,Policy Not In Force; Information Furnished; Additional Monies Received
3233,Policy Not In Force; Information Furnished; Cash Surrender Paid
3234,Policy Not In Force; Information Furnished; Company Position Upheld
3235,Policy Not In Force; Information Furnished; Complainant Retained Attorney
3236,Policy Not In Force; Information Furnished; Contract Language/Legal Issue
3237,Policy Not In Force; Information Furnished; Corrective Action Taken
3238,Policy Not In Force; Information Furnished; Failure to Timely Respond
3239,Policy Not In Force; Information Furnished; Insufficient Information
3240,Policy Not In Force; Information Furnished; No Jurisdiction
3241,Policy Not In Force; Information Furnished; Other
3242,Policy Not In Force; Information Furnished; Overpaid Claim Recouped
3243,Policy Not In Force; Information Furnished; Premium Refunded
3244,Policy Not In Force; Information Furnished; Question of Fact
3245,Policy Not In Force; Information Furnished; Referred To
3246,Policy Not In Force; Insufficient Information
3247,Policy Not In Force; Insufficient Information; Question of Fact
3248,Policy Not In Force; Mediation Billed Amount
3249,Policy Not In Force; Mediation Not Eligible; Mediation Billed Amount
3250,Policy Not In Force; Mediation Paid Amount; Mediation Billed Amount
3251,Policy Not In Force; No Jurisdiction
3252,Policy Not In Force; No Jurisdiction; Contract Language/Legal Issue
3253,Policy Not In Force; No Jurisdiction; Information Furnished
3254,Policy Not In Force; No Jurisdiction; Referred To
3255,Policy Not In Force; Non-Renewal Rescinded; Contract Language/Legal Issue
3256,Policy Not In Force; Other
3257,Policy Not In Force; Other; Information Furnished
3258,Policy Not In Force; Overpaid Claim Recouped; Information Furnished
3259,Policy Not In Force; Policy Issued/Restored
3260,Policy Not In Force; Premium Refunded
3261,Policy Not In Force; Premium Refunded; Additional Monies Received
3262,Policy Not In Force; Premium Refunded; Additional Payment Expected
3263,Policy Not In Force; Premium Refunded; Cancel/Non-Renewal Upheld
3264,Policy Not In Force; Premium Refunded; Company Position Upheld
3265,Policy Not In Force; Premium Refunded; Contract Language/Legal Issue
3266,Policy Not In Force; Premium Refunded; Corrective Action Taken
3267,Policy Not In Force; Premium Refunded; Failure to Timely Respond
3268,Policy Not In Force; Premium Refunded; Information Furnished
3269,Policy Not In Force; Question of Fact
3270,Policy Not In Force; Question of Fact; Cancel/Non-Renewal Upheld
3271,Policy Not In Force; Question of Fact; Company Position Upheld
3272,Policy Not In Force; Question of Fact; Contract Language/Legal Issue
3273,Policy Not In Force; Question of Fact; Corrective Action Taken
3274,Policy Not In Force; Question of Fact; Information Furnished
3275,Policy Not In Force; Question of Fact; Premium Refunded
3276,Policy Not In Force; Rate Problem Resolved; Information Furnished
3277,Policy Not In Force; Referred for Disciplinary Actn
3278,Policy Not In Force; Referred for Disciplinary Actn; Apparent Unlicensed Activity
3279,Policy Not In Force; Referred for Disciplinary Actn; Corrective Action Taken
3280,Policy Not In Force; Referred To
3281,Policy Not In Force; Referred To; Contract Language/Legal Issue
3282,Policy Not In Force; Referred To; Information Furnished
3283,Premium Refund
3284,Premium Refund; Additional Monies Received
3285,Premium Refund; Corrective Action Taken
3286,Premium Refund; Information Furnished
3287,Premium Refund; Information Furnished; Complaint Withdrawn
3288,Premium Refund; Information Furnished; Policy Not In Force
3289,Premium Refund; Policy Not In Force
3290,Premium Refunded
3291,Premium Refunded; Additional Monies Received
3292,Premium Refunded; Additional Monies Received; Additional Payment Expected
3293,Premium Refunded; Additional Monies Received; Company Position Upheld
3294,Premium Refunded; Additional Monies Received; Contract Language/Legal Issue
3295,Premium Refunded; Additional Monies Received; Corrective Action Taken
3296,Premium Refunded; Additional Monies Received; Failure to Timely Respond
3297,Premium Refunded; Additional Monies Received; Information Furnished
3298,Premium Refunded; Additional Monies Received; Policy Issued/Restored
3299,Premium Refunded; Additional Monies Received; Policy Not In Force
3300,Premium Refunded; Additional Monies Received; Question of Fact
3301,Premium Refunded; Additional Monies Received; Referred for Disciplinary Actn
3302,Premium Refunded; Additional Payment Expected
3303,Premium Refunded; Additional Payment Expected; Contract Language/Legal Issue
3304,Premium Refunded; Additional Payment Expected; Corrective Action Taken
3305,Premium Refunded; Additional Payment Expected; Information Furnished
3306,Premium Refunded; Additional Payment Expected; Question of Fact
3307,Premium Refunded; Advertising Withdrawn/Amended
3308,Premium Refunded; Agent Resp Recvd
3309,Premium Refunded; Agent Resp Recvd; Corrective Action Taken
3310,Premium Refunded; Agent Resp Recvd; Information Furnished
3311,Premium Refunded; Cancel/Non-Renewal Upheld
3312,Premium Refunded; Cancel/Non-Renewal Upheld; Additional Monies Received
3313,Premium Refunded; Cancel/Non-Renewal Upheld; Contract Language/Legal Issue
3314,Premium Refunded; Cancel/Non-Renewal Upheld; Information Furnished
3315,Premium Refunded; Cancel/Non-Renewal Upheld; Question of Fact
3316,Premium Refunded; Cancellation Withdrawn
3317,Premium Refunded; Cancellation Withdrawn; Contract Language/Legal Issue
3318,Premium Refunded; Cash Surrender Paid
3319,Premium Refunded; Cash Surrender Paid; Information Furnished
3320,Premium Refunded; Claim Settled
3321,Premium Refunded; Claim Settled; Additional Monies Received
3322,Premium Refunded; Claim Settled; Additional Payment Expected
3323,Premium Refunded; Claim Settled; Contract Language/Legal Issue
3324,Premium Refunded; Claim Settled; Corrective Action Taken
3325,Premium Refunded; Claim Settled; Information Furnished
3326,Premium Refunded; Company Position Upheld
3327,Premium Refunded; Company Position Upheld; Additional Monies Received
3328,Premium Refunded; Company Position Upheld; Contract Language/Legal Issue
3329,Premium Refunded; Company Position Upheld; Corrective Action Taken
3330,Premium Refunded; Company Position Upheld; Information Furnished
3331,Premium Refunded; Company Position Upheld; Policy Not In Force
3332,Premium Refunded; Company Position Upheld; Question of Fact
3333,Premium Refunded; Complainant Retained Attorney
3334,Premium Refunded; Complaint Withdrawn
3335,Premium Refunded; Complaint Withdrawn; Information Furnished
3336,Premium Refunded; Consumer Withdraw
3337,Premium Refunded; Consumer Withdraw; Corrective Action Taken
3338,Premium Refunded; Consumer Withdraw; No Jurisdiction
3339,Premium Refunded; Consumer Withdraw; Referred for Disciplinary Actn
3340,Premium Refunded; Contract Language/Legal Issue
3341,Premium Refunded; Contract Language/Legal Issue; Additional Monies Received
3342,Premium Refunded; Contract Language/Legal Issue; Additional Payment Expected
3343,Premium Refunded; Contract Language/Legal Issue; Cancel/Non-Renewal Upheld
3344,Premium Refunded; Contract Language/Legal Issue; Claim Settled
3345,Premium Refunded; Contract Language/Legal Issue; Company Position Upheld
3346,Premium Refunded; Contract Language/Legal Issue; Corrective Action Taken
3347,Premium Refunded; Contract Language/Legal Issue; Information Furnished
3348,Premium Refunded; Contract Language/Legal Issue; No Jurisdiction
3349,Premium Refunded; Contract Language/Legal Issue; Non-Renewal Rescinded
3350,Premium Refunded; Contract Language/Legal Issue; Policy Not In Force
3351,Premium Refunded; Contract Language/Legal Issue; Question of Fact
3352,Premium Refunded; Corrective Action Taken
3353,Premium Refunded; Corrective Action Taken; Additional Monies Received
3354,Premium Refunded; Corrective Action Taken; Additional Payment Expected
3355,Premium Refunded; Corrective Action Taken; Claim Settled
3356,Premium Refunded; Corrective Action Taken; Contract Language/Legal Issue
3357,Premium Refunded; Corrective Action Taken; Information Furnished
3358,Premium Refunded; Corrective Action Taken; Policy Issued/Restored
3359,Premium Refunded; Corrective Action Taken; Policy Not In Force
3360,Premium Refunded; Corrective Action Taken; Question of Fact
3361,Premium Refunded; Corrective Action Taken; Referred for Disciplinary Actn
3362,Premium Refunded; Failure to Timely Respond
3363,Premium Refunded; Failure to Timely Respond; Additional Monies Received
3364,Premium Refunded; Failure to Timely Respond; Additional Payment Expected
3365,Premium Refunded; Failure to Timely Respond; Information Furnished
3366,Premium Refunded; Information Furnished
3367,Premium Refunded; Information Furnished; Additional Monies Received
3368,Premium Refunded; Information Furnished; Additional Payment Expected
3369,Premium Refunded; Information Furnished; Appraisal Process Invoked
3370,Premium Refunded; Information Furnished; Company Position Upheld
3371,Premium Refunded; Information Furnished; Contract Language/Legal Issue
3372,Premium Refunded; Information Furnished; Corrective Action Taken
3373,Premium Refunded; Information Furnished; Failure to Timely Respond
3374,Premium Refunded; Information Furnished; Other
3375,Premium Refunded; Information Furnished; Policy Issued/Restored
3376,Premium Refunded; Information Furnished; Policy Not In Force
3377,Premium Refunded; Information Furnished; Question of Fact
3378,Premium Refunded; Information Furnished; Rate Problem Resolved
3379,Premium Refunded; Information Furnished; Referred To
3380,Premium Refunded; Insufficient Information
3381,Premium Refunded; No Enforcement Case Opened
3382,Premium Refunded; No Enforcement Case Opened; Policy Not In Force
3383,Premium Refunded; No Enforcement Case Opened; Referred for Disciplinary Actn
3384,Premium Refunded; No Jurisdiction
3385,Premium Refunded; No Jurisdiction; Additional Monies Received
3386,Premium Refunded; No Jurisdiction; Contract Language/Legal Issue
3387,Premium Refunded; No Jurisdiction; Corrective Action Taken
3388,Premium Refunded; No Jurisdiction; Information Furnished
3389,Premium Refunded; No Jurisdiction; Policy Not In Force
3390,Premium Refunded; Non-Renewal Rescinded
3391,Premium Refunded; Other; Information Furnished
3392,Premium Refunded; Policy Issued/Restored
3393,Premium Refunded; Policy Issued/Restored; Additional Monies Received
3394,Premium Refunded; Policy Issued/Restored; Cancellation Withdrawn
3395,Premium Refunded; Policy Issued/Restored; Corrective Action Taken
3396,Premium Refunded; Policy Issued/Restored; Information Furnished
3397,Premium Refunded; Policy Not In Force
3398,Premium Refunded; Policy Not In Force; Additional Monies Received
3399,Premium Refunded; Policy Not In Force; Additional Payment Expected
3400,Premium Refunded; Policy Not In Force; Company Position Upheld
3401,Premium Refunded; Policy Not In Force; Contract Language/Legal Issue
3402,Premium Refunded; Policy Not In Force; Corrective Action Taken
3403,Premium Refunded; Policy Not In Force; Information Furnished
3404,Premium Refunded; Policy Not In Force; Question of Fact
3405,Premium Refunded; Question of Fact
3406,Premium Refunded; Question of Fact; Additional Monies Received
3407,Premium Refunded; Question of Fact; Additional Payment Expected
3408,Premium Refunded; Question of Fact; Claim Settled
3409,Premium Refunded; Question of Fact; Company Position Upheld
3410,Premium Refunded; Question of Fact; Contract Language/Legal Issue
3411,Premium Refunded; Question of Fact; Corrective Action Taken
3412,Premium Refunded; Question of Fact; Information Furnished
3413,Premium Refunded; Rate Problem Resolved
3414,Premium Refunded; Record Only; Policy Not In Force
3415,Premium Refunded; Referred for Disciplinary Actn
3416,Premium Refunded; Referred for Disciplinary Actn; Corrective Action Taken
3417,Premium Refunded; Referred for Disciplinary Actn; No Enforcement Case Opened
3418,Premium Refunded; Referred To; Information Furnished
3419,Premium Refunded; Referred To; No Jurisdiction
3420,Premium Refunded; Stat Pen Pd-Over 90 Dys Late; Claim Settled
3421,Question of Fact
3422,Question of Fact; Additional Monies Received
3423,Question of Fact; Additional Monies Received; Additional Payment Expected
3424,Question of Fact; Additional Monies Received; Appraisal Process Invoked
3425,Question of Fact; Additional Monies Received; Claim Settled
